age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y 
33,services,married,secondary,no,804,yes,yes,unknown,8,5,266,1,-1,0,unknown,no
30,student,single,secondary,no,4,no,no,cellular,4,2,443,2,-1,0,unknown,no
51,blue-collar,married,primary,no,0,yes,no,cellular,10,7,324,1,-1,0,unknown,no
36,services,single,secondary,no,417,yes,no,cellular,6,2,15,10,207,3,failure,no
48,blue-collar,married,primary,no,1678,no,no,cellular,28,1,263,2,-1,0,unknown,no
37,services,divorced,secondary,no,532,yes,no,unknown,11,6,199,1,-1,0,unknown,no
58,management,married,secondary,no,407,yes,no,cellular,29,7,145,2,-1,0,unknown,no
56,management,divorced,tertiary,no,659,no,yes,cellular,2,6,56,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,393,yes,no,cellular,5,5,11,9,-1,0,unknown,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,18,11,411,1,173,2,other,no
26,services,single,secondary,no,0,no,no,cellular,29,7,165,23,-1,0,unknown,no
40,management,single,unknown,no,838,yes,no,unknown,12,5,619,3,-1,0,unknown,no
35,services,married,secondary,no,195,yes,no,cellular,17,4,203,1,-1,0,unknown,no
45,entrepreneur,married,secondary,no,68,yes,no,unknown,7,5,254,1,-1,0,unknown,no
37,technician,single,secondary,no,-242,yes,no,cellular,13,8,1149,6,-1,0,unknown,yes
35,management,divorced,tertiary,no,321,yes,no,unknown,9,5,189,1,-1,0,unknown,no
43,services,single,secondary,no,3403,yes,no,cellular,12,11,707,2,97,2,success,yes
28,blue-collar,married,secondary,no,8,yes,no,cellular,15,5,196,1,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,5,171,1,-1,0,unknown,no
26,unemployed,single,secondary,no,622,no,no,cellular,28,1,1451,2,-1,0,unknown,yes
35,services,married,secondary,no,152,yes,no,unknown,2,6,563,1,-1,0,unknown,yes
35,technician,single,secondary,no,2,no,no,cellular,11,8,239,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,7,73,6,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,5,203,2,334,2,failure,no
32,technician,single,secondary,no,6402,yes,no,cellular,6,5,158,1,167,1,success,no
30,unemployed,married,secondary,no,1210,no,no,cellular,9,7,100,4,-1,0,unknown,no
26,management,single,tertiary,no,122,no,yes,cellular,8,7,160,1,-1,0,unknown,no
30,student,single,secondary,no,0,yes,no,cellular,19,11,661,1,-1,0,unknown,no
32,management,married,tertiary,no,62,yes,no,cellular,14,5,166,1,-1,0,unknown,no
47,services,married,secondary,no,3333,yes,yes,cellular,29,7,114,2,-1,0,unknown,no
33,technician,married,tertiary,no,16992,yes,no,unknown,29,5,58,1,-1,0,unknown,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,7,25,8,-1,0,unknown,no
35,admin.,married,secondary,no,0,yes,no,cellular,7,5,121,2,-1,0,unknown,no
53,technician,married,tertiary,no,6072,no,yes,unknown,16,6,226,4,-1,0,unknown,no
24,retired,single,secondary,no,366,no,yes,unknown,16,5,234,2,-1,0,unknown,no
54,management,divorced,tertiary,no,0,no,yes,cellular,10,7,88,1,-1,0,unknown,no
31,management,married,tertiary,no,1343,yes,yes,unknown,21,5,85,1,-1,0,unknown,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,11,134,1,-1,0,unknown,no
44,unknown,married,secondary,no,2319,no,no,cellular,4,8,251,3,-1,0,unknown,no
35,services,single,secondary,no,35,yes,no,cellular,14,5,152,1,-1,0,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,13,8,202,1,83,5,failure,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,5,379,17,-1,0,unknown,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,7,123,6,-1,0,unknown,no
60,retired,married,secondary,no,89,no,no,cellular,30,4,156,2,-1,0,unknown,no
43,self-employed,married,secondary,no,104,no,no,unknown,17,6,332,1,-1,0,unknown,no
31,management,married,tertiary,no,1750,yes,no,telephone,14,5,90,3,-1,0,unknown,no
56,management,married,primary,no,772,yes,no,telephone,20,11,291,1,-1,0,unknown,no
42,technician,married,secondary,no,1048,yes,no,telephone,6,2,23,2,-1,0,unknown,no
52,entrepreneur,married,primary,no,592,no,no,cellular,21,7,122,2,-1,0,unknown,no
40,technician,married,secondary,no,0,yes,yes,cellular,26,7,105,2,172,1,failure,no
36,services,married,secondary,no,3064,yes,no,telephone,11,5,1143,4,-1,0,unknown,no
40,services,married,primary,no,33,no,no,unknown,26,5,70,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,cellular,8,5,264,2,-1,0,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,27,5,204,2,-1,0,unknown,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,19,11,182,1,-1,0,unknown,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,11,386,2,-1,0,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,5,6,295,3,-1,0,unknown,no
36,services,married,secondary,no,257,yes,no,cellular,12,5,86,2,-1,0,unknown,no
52,technician,married,secondary,no,118,no,no,cellular,28,8,16,20,-1,0,unknown,no
42,management,married,tertiary,no,251,no,no,cellular,20,8,413,2,-1,0,unknown,no
32,management,single,tertiary,no,1731,yes,yes,unknown,29,5,323,3,-1,0,unknown,no
62,management,married,tertiary,no,0,no,no,cellular,13,10,78,3,-1,0,unknown,no
31,technician,single,tertiary,no,23,no,no,cellular,25,8,121,3,-1,0,unknown,no
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,11,477,1,-1,0,unknown,yes
34,self-employed,married,tertiary,no,5498,no,no,cellular,19,11,265,1,-1,0,unknown,no
44,management,single,tertiary,no,5063,no,no,cellular,27,10,418,2,-1,0,unknown,yes
42,blue-collar,married,primary,no,7041,yes,no,cellular,28,7,386,4,-1,0,unknown,no
37,entrepreneur,single,secondary,no,654,no,no,unknown,19,5,594,2,-1,0,unknown,no
47,management,married,tertiary,no,1890,no,no,cellular,8,7,161,1,-1,0,unknown,no
32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,2,450,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,25,8,217,6,-1,0,unknown,no
39,technician,single,tertiary,no,1190,no,no,cellular,8,8,136,1,-1,0,unknown,no
28,services,single,secondary,no,229,yes,no,unknown,9,5,322,1,-1,0,unknown,no
26,student,single,secondary,no,203,no,no,cellular,16,11,104,1,196,1,failure,no
52,technician,married,secondary,no,1818,no,yes,cellular,17,11,189,2,111,4,failure,no
42,unemployed,married,secondary,no,1289,no,no,cellular,15,7,250,4,415,2,failure,yes
33,technician,divorced,tertiary,no,39,no,no,cellular,19,8,123,5,-1,0,unknown,no
73,retired,married,primary,no,796,no,no,cellular,23,10,427,1,182,2,failure,yes
35,admin.,single,secondary,no,57,no,yes,cellular,8,7,632,2,-1,0,unknown,no
40,management,married,tertiary,no,1548,yes,no,cellular,13,4,101,3,-1,0,unknown,no
51,technician,married,secondary,no,117,no,no,cellular,24,8,467,2,88,4,other,yes
37,admin.,single,secondary,no,0,yes,no,cellular,16,4,640,2,-1,0,unknown,no
39,management,married,tertiary,no,691,yes,yes,cellular,16,4,517,1,255,1,failure,no
28,blue-collar,married,secondary,no,64,yes,no,unknown,13,5,160,3,-1,0,unknown,no
49,technician,divorced,tertiary,no,0,yes,no,cellular,12,6,177,3,-1,0,unknown,no
36,admin.,married,secondary,no,957,yes,no,unknown,21,5,206,1,-1,0,unknown,no
45,technician,married,secondary,no,118,yes,no,unknown,7,5,208,2,-1,0,unknown,no
29,technician,single,tertiary,no,218,yes,no,cellular,12,4,169,1,-1,0,unknown,no
35,management,married,secondary,no,724,yes,no,cellular,14,7,287,2,415,1,failure,yes
35,housemaid,married,tertiary,no,20,yes,yes,cellular,17,7,505,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,-28,yes,no,cellular,18,5,284,2,371,1,failure,no
46,blue-collar,married,primary,no,665,no,no,cellular,30,1,89,4,235,2,failure,no
25,student,single,tertiary,no,5,no,no,cellular,29,9,138,1,-1,0,unknown,no
36,management,married,tertiary,no,925,no,no,cellular,14,12,321,3,189,4,success,yes
42,blue-collar,married,primary,no,2519,yes,no,unknown,15,5,262,4,-1,0,unknown,no
57,admin.,married,secondary,no,3927,no,no,cellular,13,10,61,1,-1,0,unknown,no
42,management,divorced,tertiary,no,401,yes,no,cellular,24,7,217,9,-1,0,unknown,no
29,management,married,tertiary,no,581,yes,yes,cellular,14,7,192,2,-1,0,unknown,no
36,technician,married,tertiary,no,1327,no,no,cellular,29,10,174,2,-1,0,unknown,no
31,unemployed,married,secondary,no,3242,no,no,unknown,25,6,292,2,-1,0,unknown,no
59,technician,married,primary,no,3163,yes,no,unknown,29,5,240,2,-1,0,unknown,no
50,unemployed,divorced,secondary,no,32,no,no,cellular,4,8,282,2,-1,0,unknown,no
47,admin.,married,secondary,no,310,yes,yes,telephone,14,8,128,6,-1,0,unknown,no
46,housemaid,married,primary,no,0,no,no,telephone,2,2,161,1,-1,0,unknown,no
26,blue-collar,single,primary,no,155,yes,no,cellular,29,1,291,1,244,4,failure,no
31,services,single,secondary,no,11386,yes,no,cellular,20,11,356,1,-1,0,unknown,no
30,services,married,tertiary,no,1380,yes,no,unknown,21,5,294,2,-1,0,unknown,no
47,blue-collar,single,unknown,no,2443,no,no,unknown,18,6,422,1,-1,0,unknown,no
23,technician,single,tertiary,no,1129,yes,no,unknown,28,5,806,1,-1,0,unknown,yes
44,unemployed,single,primary,no,4232,no,no,unknown,16,6,227,1,-1,0,unknown,no
42,self-employed,married,secondary,no,5564,no,no,cellular,17,11,560,2,-1,0,unknown,no
32,services,single,secondary,no,-402,yes,no,cellular,17,4,135,1,-1,0,unknown,no
28,admin.,single,secondary,no,1323,yes,no,unknown,3,6,361,1,-1,0,unknown,no
57,retired,married,primary,no,1623,yes,yes,cellular,18,7,246,1,-1,0,unknown,no
38,technician,married,tertiary,no,1042,yes,no,cellular,4,2,419,2,-1,0,unknown,no
22,student,single,secondary,no,2488,no,no,cellular,8,11,449,2,38,10,other,yes
54,admin.,married,secondary,no,865,yes,no,cellular,17,11,71,1,-1,0,unknown,no
32,technician,married,tertiary,no,-1053,yes,no,cellular,21,7,357,3,-1,0,unknown,no
32,management,married,tertiary,no,1667,yes,no,cellular,18,11,164,2,179,3,failure,no
59,admin.,divorced,secondary,no,975,yes,no,unknown,15,5,263,4,-1,0,unknown,no
45,technician,married,secondary,no,2571,no,no,unknown,18,6,146,2,-1,0,unknown,no
53,unknown,married,primary,no,732,no,no,cellular,27,10,759,2,-1,0,unknown,yes
50,admin.,divorced,secondary,no,769,no,no,cellular,28,7,72,2,363,4,failure,no
34,technician,married,secondary,no,-136,yes,yes,cellular,12,8,131,2,-1,0,unknown,no
35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,11,808,2,-1,0,unknown,yes
30,management,married,tertiary,no,931,no,no,cellular,17,7,1183,1,-1,0,unknown,no
62,housemaid,married,secondary,no,565,no,no,cellular,4,9,123,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,271,yes,no,unknown,29,5,483,2,-1,0,unknown,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,4,5,238,3,-1,0,unknown,no
34,management,married,tertiary,no,-73,yes,no,cellular,11,7,90,1,-1,0,unknown,no
50,unknown,married,unknown,no,558,no,no,cellular,9,7,464,1,683,6,failure,yes
31,unknown,divorced,tertiary,no,137,no,no,cellular,22,8,385,9,-1,0,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,23,5,240,2,-1,0,unknown,no
55,retired,married,primary,no,-966,no,yes,cellular,14,5,104,1,-1,0,unknown,no
34,admin.,married,secondary,no,96,no,no,cellular,29,8,109,2,-1,0,unknown,no
58,retired,married,primary,no,4007,no,no,cellular,30,11,598,4,-1,0,unknown,no
50,management,single,tertiary,no,567,yes,no,unknown,16,5,274,8,-1,0,unknown,no
31,technician,single,secondary,no,40,no,no,cellular,7,8,123,2,-1,0,unknown,no
47,admin.,divorced,secondary,no,136,no,yes,cellular,23,7,70,1,-1,0,unknown,no
38,self-employed,single,tertiary,no,917,yes,no,unknown,23,5,260,1,-1,0,unknown,no
46,management,single,tertiary,no,593,yes,no,cellular,29,1,190,3,-1,0,unknown,no
42,blue-collar,married,primary,no,505,yes,no,unknown,14,5,521,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,5,228,1,-1,0,unknown,no
37,management,married,tertiary,no,5355,no,no,telephone,17,2,466,4,-1,0,unknown,yes
38,student,single,tertiary,no,807,no,no,cellular,27,2,74,2,-1,0,unknown,no
59,retired,married,secondary,no,9976,yes,no,unknown,29,5,57,2,-1,0,unknown,no
32,admin.,married,secondary,no,0,no,no,cellular,30,1,119,3,-1,0,unknown,no
55,management,married,tertiary,no,540,no,no,cellular,19,11,124,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,7,65,50,-1,0,unknown,no
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,7,127,6,-1,0,unknown,no
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,7,172,3,-1,0,unknown,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,30,7,174,6,-1,0,unknown,no
42,student,married,unknown,no,-7,no,no,telephone,31,7,41,6,-1,0,unknown,no
41,blue-collar,married,primary,no,0,yes,no,unknown,30,5,232,3,-1,0,unknown,no
53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,6,161,1,-1,0,unknown,no
67,retired,married,primary,no,2301,no,no,cellular,16,4,124,1,-1,0,unknown,no
53,housemaid,married,primary,no,104,no,yes,unknown,5,6,701,1,-1,0,unknown,yes
33,blue-collar,married,primary,no,191,yes,no,unknown,9,5,162,2,-1,0,unknown,no
31,technician,single,unknown,no,694,yes,no,unknown,6,6,431,2,-1,0,unknown,no
31,admin.,married,secondary,no,212,yes,no,cellular,18,7,191,3,-1,0,unknown,no
30,management,married,tertiary,no,1882,yes,no,cellular,11,8,249,5,-1,0,unknown,no
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,5,189,1,-1,0,unknown,no
30,technician,single,secondary,no,175,no,no,cellular,25,8,167,4,-1,0,unknown,no
43,technician,single,tertiary,yes,0,no,no,cellular,29,8,73,4,-1,0,unknown,no
38,management,divorced,tertiary,no,4425,yes,no,unknown,30,5,162,1,-1,0,unknown,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,12,8,235,2,-1,0,unknown,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,5,44,1,-1,0,unknown,no
44,management,divorced,tertiary,no,476,yes,yes,unknown,26,5,127,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,4,93,3,329,7,failure,no
55,blue-collar,married,unknown,no,23,no,no,cellular,30,1,143,1,2,3,other,no
39,management,single,tertiary,no,0,yes,no,cellular,16,4,81,2,-1,0,unknown,no
36,services,single,secondary,no,398,yes,yes,unknown,17,6,77,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,745,yes,no,unknown,23,5,115,4,-1,0,unknown,no
48,management,single,tertiary,no,8106,no,no,unknown,17,11,125,1,111,3,failure,no
33,management,single,tertiary,no,0,no,no,cellular,19,8,53,4,-1,0,unknown,no
67,retired,married,unknown,no,696,no,no,telephone,4,5,77,2,-1,0,unknown,no
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,2,45,1,-1,0,unknown,no
57,management,married,tertiary,no,2416,no,no,cellular,11,8,74,2,-1,0,unknown,no
31,housemaid,married,primary,no,25,no,no,cellular,21,8,169,5,-1,0,unknown,no
30,student,single,tertiary,no,7513,no,no,cellular,11,8,269,2,-1,0,unknown,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,1,52,2,227,1,failure,no
26,blue-collar,married,primary,no,5116,yes,no,cellular,22,7,246,3,-1,0,unknown,no
44,management,married,secondary,no,-1746,yes,no,unknown,20,6,218,1,-1,0,unknown,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,11,167,1,92,1,success,yes
31,management,married,tertiary,no,4148,yes,no,cellular,21,11,316,3,99,9,other,yes
47,self-employed,married,unknown,no,14,yes,no,cellular,15,5,142,1,-1,0,unknown,no
30,admin.,single,secondary,no,105,yes,no,cellular,21,11,75,1,-1,0,unknown,no
37,management,married,tertiary,no,767,no,yes,cellular,2,2,204,1,-1,0,unknown,no
56,admin.,divorced,primary,no,0,no,yes,cellular,10,7,542,1,-1,0,unknown,no
43,management,single,secondary,no,-228,yes,yes,unknown,16,5,122,2,-1,0,unknown,no
42,services,married,secondary,no,508,yes,no,unknown,30,5,70,1,-1,0,unknown,no
60,management,married,secondary,no,725,yes,no,cellular,8,7,266,1,-1,0,unknown,no
34,blue-collar,married,unknown,no,41,yes,no,cellular,6,5,34,9,-1,0,unknown,no
34,management,single,tertiary,no,184,no,no,cellular,22,7,203,4,-1,0,unknown,no
41,management,married,tertiary,no,251,no,yes,unknown,6,6,85,3,-1,0,unknown,no
38,management,divorced,secondary,no,-17,no,no,cellular,21,11,11,4,-1,0,unknown,no
23,services,married,secondary,no,-19,yes,no,unknown,20,6,13,10,-1,0,unknown,no
33,management,married,tertiary,no,1064,yes,no,cellular,13,5,562,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,777,yes,no,cellular,6,5,185,3,-1,0,unknown,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,5,158,1,59,2,failure,no
34,admin.,divorced,secondary,no,479,yes,no,cellular,12,5,515,1,350,5,failure,yes
40,technician,divorced,secondary,no,-375,yes,no,cellular,13,5,60,5,-1,0,unknown,no
72,retired,married,primary,no,796,no,no,cellular,24,4,173,2,-1,0,unknown,no
43,technician,married,secondary,no,17,yes,no,unknown,16,5,353,4,-1,0,unknown,no
44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,5,143,3,357,1,failure,no
35,admin.,married,secondary,no,0,yes,no,cellular,20,4,18,5,-1,0,unknown,no
46,admin.,divorced,secondary,no,7378,no,no,cellular,18,11,466,1,-1,0,unknown,no
55,admin.,married,secondary,no,865,yes,no,cellular,17,4,85,1,151,1,failure,no
50,technician,divorced,secondary,no,-701,yes,yes,cellular,24,7,148,1,-1,0,unknown,no
23,blue-collar,single,unknown,no,817,yes,no,cellular,18,5,123,1,-1,0,unknown,no
34,student,married,unknown,no,1387,no,no,cellular,30,4,121,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,5,245,3,-1,0,unknown,no
61,retired,married,secondary,no,2917,no,no,cellular,6,10,215,1,-1,0,unknown,yes
53,technician,married,secondary,no,4541,yes,no,unknown,15,5,190,6,-1,0,unknown,no
57,technician,married,secondary,no,0,no,no,unknown,13,5,44,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,4,171,1,-1,0,unknown,no
25,admin.,married,secondary,no,242,yes,no,cellular,30,7,62,12,-1,0,unknown,no
38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,5,172,1,-1,0,unknown,no
27,services,single,secondary,no,259,yes,no,unknown,23,5,78,10,-1,0,unknown,no
45,blue-collar,married,secondary,no,827,yes,no,unknown,15,5,319,5,-1,0,unknown,no
31,services,single,secondary,no,469,no,yes,cellular,2,2,111,1,-1,0,unknown,no
39,blue-collar,married,primary,no,2226,yes,no,unknown,6,5,158,1,-1,0,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,29,8,82,12,-1,0,unknown,no
46,management,married,tertiary,no,477,yes,no,unknown,20,5,128,6,-1,0,unknown,no
36,services,married,secondary,no,42,yes,no,unknown,8,5,102,4,-1,0,unknown,no
30,management,single,tertiary,no,775,yes,no,unknown,16,6,124,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,9,yes,no,cellular,17,4,334,2,-1,0,unknown,no
52,technician,married,tertiary,no,2557,no,no,cellular,28,1,134,5,204,2,success,yes
31,management,married,tertiary,no,2395,no,no,cellular,27,4,218,1,-1,0,unknown,no
60,management,married,primary,no,4895,no,no,unknown,9,6,313,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,5,207,3,-1,0,unknown,no
38,management,married,tertiary,no,389,yes,no,unknown,6,5,262,1,-1,0,unknown,no
46,management,divorced,tertiary,no,134,no,no,cellular,19,8,134,2,-1,0,unknown,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,unknown,11,6,197,3,-1,0,unknown,no
59,services,married,secondary,no,0,yes,no,cellular,12,5,214,3,-1,0,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,30,7,1165,7,-1,0,unknown,no
33,technician,divorced,secondary,no,0,yes,no,cellular,7,5,177,2,-1,0,unknown,no
46,management,single,secondary,no,295,yes,no,unknown,23,5,141,6,-1,0,unknown,no
48,admin.,married,secondary,no,292,yes,yes,cellular,29,7,164,6,-1,0,unknown,no
31,services,single,secondary,no,85,no,no,cellular,16,7,151,1,-1,0,unknown,no
32,technician,married,secondary,no,4,no,no,cellular,4,2,145,2,260,4,failure,no
35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,5,111,1,-1,0,unknown,no
36,blue-collar,single,primary,no,367,no,no,cellular,2,2,217,1,221,1,failure,no
52,management,married,tertiary,no,-1224,yes,no,cellular,7,5,253,4,-1,0,unknown,no
45,management,divorced,tertiary,no,959,no,no,unknown,18,6,74,1,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,20,8,263,2,-1,0,unknown,no
25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,6,233,1,-1,0,unknown,no
26,management,single,tertiary,no,-8,no,no,cellular,13,8,402,2,-1,0,unknown,no
57,management,married,unknown,no,0,no,no,cellular,30,9,585,1,-1,0,unknown,no
48,management,married,primary,no,247,yes,yes,unknown,14,5,145,1,-1,0,unknown,no
48,technician,married,unknown,no,5543,no,no,unknown,16,6,143,5,-1,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,7,524,1,-1,0,unknown,no
58,retired,married,secondary,no,11,no,no,cellular,11,8,270,1,-1,0,unknown,no
57,management,married,primary,no,-226,yes,no,unknown,4,6,272,1,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,11,187,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,-320,no,no,cellular,18,5,268,2,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,11,183,1,-1,0,unknown,no
36,admin.,married,secondary,no,725,yes,no,cellular,27,2,123,3,99,8,failure,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,4,20,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,2,232,4,253,1,failure,no
35,unemployed,married,tertiary,no,816,yes,no,cellular,19,11,547,7,-1,0,unknown,no
41,services,married,secondary,no,171,no,no,cellular,21,7,71,9,-1,0,unknown,no
54,services,married,secondary,no,812,no,no,cellular,31,7,113,6,-1,0,unknown,no
49,services,married,secondary,no,823,no,no,cellular,8,8,780,4,-1,0,unknown,yes
28,technician,single,secondary,no,1453,yes,no,cellular,12,5,246,1,343,1,other,no
24,blue-collar,single,unknown,no,431,yes,no,unknown,3,6,108,12,-1,0,unknown,no
30,admin.,single,secondary,no,1009,yes,no,cellular,29,1,253,1,-1,0,unknown,no
32,self-employed,married,primary,no,286,yes,no,cellular,6,8,175,1,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,15,5,106,1,-1,0,unknown,no
42,blue-collar,married,primary,no,2111,yes,no,cellular,7,5,86,2,-1,0,unknown,no
48,blue-collar,married,primary,no,5366,yes,no,unknown,21,5,248,3,-1,0,unknown,no
33,technician,married,secondary,no,181,yes,yes,telephone,28,7,265,2,-1,0,unknown,no
31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,26,5,182,5,-1,0,unknown,no
56,unemployed,divorced,primary,no,1770,no,no,cellular,5,2,916,3,-1,0,unknown,no
58,retired,married,primary,no,0,no,no,cellular,4,8,506,1,-1,0,unknown,no
37,admin.,single,secondary,no,-296,yes,no,cellular,20,4,81,1,-1,0,unknown,no
59,management,married,primary,no,2358,yes,no,cellular,17,4,30,1,-1,0,unknown,no
50,management,single,tertiary,no,1200,no,no,cellular,14,8,904,3,-1,0,unknown,yes
39,housemaid,single,primary,no,109,yes,no,unknown,6,5,699,3,-1,0,unknown,no
30,technician,married,secondary,no,616,yes,no,cellular,6,5,19,1,-1,0,unknown,no
47,services,divorced,secondary,no,4906,yes,no,unknown,14,5,389,1,-1,0,unknown,no
44,self-employed,married,secondary,no,313,no,no,cellular,6,8,211,4,-1,0,unknown,no
38,blue-collar,married,primary,no,290,yes,no,cellular,16,4,283,1,-1,0,unknown,no
50,management,married,tertiary,no,1240,no,no,cellular,12,8,474,2,-1,0,unknown,no
27,admin.,single,tertiary,no,3672,yes,no,cellular,15,5,157,2,351,5,failure,no
73,retired,married,secondary,no,19,no,no,cellular,5,11,509,2,-1,0,unknown,no
46,blue-collar,married,primary,no,143,yes,no,unknown,7,5,279,1,-1,0,unknown,no
56,retired,divorced,secondary,no,212,no,yes,telephone,17,7,27,1,-1,0,unknown,no
36,management,married,tertiary,no,9,no,no,cellular,11,8,386,4,-1,0,unknown,yes
33,blue-collar,married,primary,no,3074,no,no,cellular,18,11,679,1,-1,0,unknown,no
40,management,married,tertiary,no,1734,yes,no,unknown,2,6,169,1,-1,0,unknown,no
52,management,married,tertiary,no,575,no,no,unknown,3,6,315,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,397,yes,no,cellular,20,8,293,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,640,yes,no,cellular,3,2,439,3,-1,0,unknown,no
54,services,married,secondary,no,158,yes,no,unknown,19,5,198,1,-1,0,unknown,no
44,management,married,secondary,no,2984,yes,no,unknown,15,5,770,2,-1,0,unknown,no
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,7,340,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,4,1472,1,192,4,failure,yes
36,management,married,tertiary,no,1133,yes,no,cellular,4,8,293,1,181,2,other,yes
42,technician,married,secondary,no,4945,yes,no,cellular,2,3,311,2,-1,0,unknown,yes
37,technician,married,secondary,no,712,yes,no,cellular,18,11,291,2,-1,0,unknown,no
28,services,single,secondary,no,-427,yes,yes,unknown,21,5,965,2,-1,0,unknown,no
56,admin.,married,secondary,no,2146,no,yes,unknown,9,6,594,1,-1,0,unknown,no
59,admin.,married,secondary,no,92,yes,no,cellular,12,5,139,2,350,1,failure,no
32,unemployed,married,secondary,no,10,yes,no,unknown,6,5,501,4,-1,0,unknown,no
57,retired,married,primary,no,1238,yes,no,cellular,15,7,274,1,-1,0,unknown,no
49,admin.,single,secondary,no,981,yes,no,telephone,21,11,10,3,-1,0,unknown,no
56,entrepreneur,married,unknown,no,575,no,no,unknown,20,6,18,2,-1,0,unknown,no
48,admin.,divorced,unknown,no,-70,no,no,cellular,14,5,243,1,-1,0,unknown,no
27,student,single,tertiary,no,3733,yes,no,cellular,22,5,198,1,98,6,success,yes
31,management,single,tertiary,no,574,yes,no,cellular,16,7,410,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,43,no,no,unknown,19,5,190,1,-1,0,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,28,5,121,1,-1,0,unknown,no
58,housemaid,married,primary,no,0,yes,no,telephone,9,7,148,1,-1,0,unknown,no
46,admin.,married,secondary,no,0,yes,yes,cellular,20,4,239,2,259,2,failure,no
32,management,single,tertiary,no,474,yes,no,cellular,7,8,90,3,-1,0,unknown,no
